Idade,Grau de escolaridade,Estado civil,"Estado onde mora atualmente ( SIGLA ) Exemplo PR, GO, SC",Você trabalha atualmente?,Qual é sua faixa salarial mensal?,"Qual é a sua principal queixa hoje em relação à sua pele, cabelo ou aparência? Exemplo: acne, manchas, ressecamento, oleosidade, queda de cabelo, estrias, cicatrizes (Selecione todas as opções que se aplicam)",Há quanto tempo isso te incomoda?,Como você classificaria o impacto disso na sua autoestima?,Você já usa algum produto de beleza?,Quais produtos de beleza você usa atualmente? (Selecione todas as opções que se aplicam),Quais cuidados de beleza você faz hoje? (Selecione todas as opções que se aplicam),"Se você pudesse comprar uma solução que resolvesse seu problema estético, você compraria?",Até quanto você estaria disposto(a) a pagar para resolver esse problema?,"Se faz faculdade ou especialização qual curso ? Se a reposta for NÃO, digite apenas NÃO",Você faz faculdade ou especialização atualmente?,Já fez algum tratamento profissional para resolver essa queixa?
53,Ensino Médio completo,Solteiro,SC,Sim,2.000 – 3.000,Queda de cabelo; Manchas,2 anos,Baixo,Sim,Sérum; Protetor solar,Dieta; Atividade física,NÃO,Até R$100,Engenharia,Não,Não
30,Ensino Médio completo,Casado,DF,Sim,3.000 – 4.000,Queda de cabelo; Ressecamento; Acne,1 ano,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
20,Ensino Fundamental completo,Casado,GO,Sim,Acima de 7.000,Manchas; Ressecamento; Oleosidade; Acne,3 meses,Baixo,Não,Protetor solar; Sérum; Hidratante,Skincare; Dieta; Atividade física,NÃO,Até R$100,Direito,Sim,Sim
50,Ensino Superior completo,Casado,DF,Sim,5.000 – 7.000,Oleosidade; Manchas; Ressecamento,1 ano,Baixo,Não,Hidratante; Sérum; Protetor solar,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Não,Não,Não
23,Pós-graduação,Casado,DF,Não,4.000 – 5.000,Acne; Oleosidade; Queda de cabelo; Ressecamento; Manchas,6 meses,Alto,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Engenharia,Não,Sim
27,Pós-graduação,Solteiro,SC,Não,3.000 – 4.000,Ressecamento; Oleosidade; Acne,6 meses,Médio,Sim,Hidratante; Protetor solar; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Sim,Não
22,Ensino Superior incompleto,União Estável,RJ,Sim,Acima de 7.000,Queda de cabelo; Oleosidade; Acne; Manchas; Ressecamento,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Engenharia,Sim,Não
40,Ensino Superior completo,Divorciado,GO,Sim,5.000 – 7.000,Queda de cabelo; Manchas,1 ano,Baixo,Sim,Protetor solar; Sérum,Skincare; Atividade física,NÃO,R$101 – R$200,Medicina,Não,Sim
27,Pós-graduação,Casado,SC,Sim,5.000 – 7.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas,1 ano,Médio,Não,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,Até R$100,Engenharia,Não,Sim
19,Ensino Superior incompleto,União Estável,GO,Sim,5.000 – 7.000,Acne,3 meses,Baixo,Sim,Protetor solar,Skincare,NÃO,R$101 – R$200,Direito,Não,Não
30,Ensino Médio completo,Casado,PR,Não,Até 2.000,Manchas; Queda de cabelo,1 mês,Baixo,Sim,Protetor solar; Sérum,Dieta; Atividade física,NÃO,R$101 – R$200,Não,Sim,Não
19,Pós-graduação,Solteiro,GO,Sim,2.000 – 3.000,Acne; Queda de cabelo,1 mês,Baixo,Não,Hidratante; Protetor solar,Skincare; Dieta,NÃO,R$301 – R$500,Não,Não,Não
37,Ensino Superior completo,Solteiro,MG,Não,5.000 – 7.000,Manchas,1 ano,Médio,Sim,Sérum,Skincare,SIM,R$101 – R$200,Engenharia,Não,Não
18,Ensino Superior incompleto,União Estável,RJ,Sim,2.000 – 3.000,Acne; Manchas; Queda de cabelo,2 anos,Médio,Não,Protetor solar; Hidratante; Sérum,Dieta; Atividade física; Skincare,NÃO,Até R$100,Engenharia,Não,Sim
54,Ensino Médio completo,União Estável,SP,Sim,3.000 – 4.000,Acne; Ressecamento; Queda de cabelo,1 ano,Baixo,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Sim,Não
26,Ensino Fundamental completo,União Estável,MG,Sim,Acima de 7.000,Ressecamento; Oleosidade; Acne,1 ano,Alto,Sim,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Medicina,Não,Sim
34,Ensino Superior completo,Solteiro,MG,Não,5.000 – 7.000,Oleosidade; Acne; Queda de cabelo; Ressecamento,1 ano,Baixo,Sim,Protetor solar; Hidratante; Sérum,Atividade física; Skincare; Dieta,NÃO,R$201 – R$300,Não,Não,Não
26,Ensino Superior completo,Solteiro,DF,Sim,5.000 – 7.000,Oleosidade; Acne,6 meses,Médio,Não,Hidratante; Protetor solar,Dieta; Atividade física,NÃO,R$101 – R$200,Não,Sim,Não
28,Ensino Médio completo,Divorciado,DF,Sim,5.000 – 7.000,Acne; Oleosidade; Ressecamento; Manchas; Queda de cabelo,1 mês,Alto,Sim,Protetor solar; Hidratante; Sérum,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Sim
32,Ensino Médio completo,União Estável,MG,Sim,5.000 – 7.000,Oleosidade,6 meses,Médio,Sim,Protetor solar,Atividade física,NÃO,R$101 – R$200,Direito,Não,Sim
41,Ensino Superior completo,Divorciado,SC,Não,2.000 – 3.000,Ressecamento; Manchas,2 anos,Alto,Não,Hidratante; Sérum,Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Não
52,Ensino Superior completo,Casado,GO,Sim,3.000 – 4.000,Oleosidade; Ressecamento; Acne,3 meses,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Sim
47,Ensino Médio completo,Divorciado,GO,Sim,3.000 – 4.000,Queda de cabelo,2 anos,Médio,Sim,Protetor solar,Dieta,NÃO,Até R$100,Direito,Não,Sim
48,Pós-graduação,Casado,BA,Sim,4.000 – 5.000,Acne; Ressecamento; Oleosidade; Manchas; Queda de cabelo,1 mês,Alto,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
22,Ensino Fundamental completo,Casado,SC,Não,5.000 – 7.000,Manchas; Queda de cabelo,3 meses,Alto,Sim,Hidratante; Protetor solar,Dieta; Atividade física,SIM,R$101 – R$200,Engenharia,Não,Sim
31,Ensino Médio completo,Divorciado,RJ,Não,3.000 – 4.000,Ressecamento; Acne,2 anos,Médio,Não,Hidratante; Sérum,Atividade física; Skincare,NÃO,Até R$100,Direito,Não,Não
28,Ensino Superior completo,União Estável,SC,Sim,4.000 – 5.000,Manchas; Ressecamento; Queda de cabelo; Acne,1 mês,Baixo,Não,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
26,Ensino Médio completo,Casado,SC,Sim,4.000 – 5.000,Manchas; Queda de cabelo,2 anos,Alto,Não,Sérum; Hidratante,Atividade física; Dieta,SIM,R$301 – R$500,Não,Não,Não
51,Ensino Superior completo,União Estável,SC,Sim,2.000 – 3.000,Manchas; Oleosidade,3 meses,Alto,Não,Protetor solar; Hidratante,Skincare; Dieta,SIM,R$301 – R$500,Direito,Não,Não
29,Ensino Superior completo,Solteiro,RJ,Sim,4.000 – 5.000,Ressecamento; Oleosidade; Manchas; Queda de cabelo; Acne,3 meses,Baixo,Sim,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,NÃO,R$101 – R$200,Direito,Sim,Não
52,Ensino Superior completo,Casado,BA,Sim,2.000 – 3.000,Oleosidade; Queda de cabelo; Manchas; Acne; Ressecamento,2 anos,Médio,Não,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Não,Não,Não
52,Ensino Fundamental completo,Solteiro,RJ,Sim,2.000 – 3.000,Acne,6 meses,Alto,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Não,Não,Sim
18,Ensino Fundamental completo,Divorciado,PR,Sim,2.000 – 3.000,Acne; Ressecamento; Oleosidade,2 anos,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$101 – R$200,Não,Sim,Não
39,Ensino Médio completo,União Estável,BA,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Manchas; Acne; Queda de cabelo,2 anos,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Não,Sim,Não
46,Ensino Superior completo,Divorciado,PR,Não,5.000 – 7.000,Queda de cabelo,2 anos,Alto,Sim,Hidratante,Dieta,NÃO,Até R$100,Medicina,Sim,Sim
25,Ensino Superior completo,Casado,PR,Sim,3.000 – 4.000,Acne; Queda de cabelo,6 meses,Médio,Não,Protetor solar; Hidratante,Dieta; Skincare,NÃO,R$101 – R$200,Engenharia,Sim,Sim
28,Ensino Superior completo,Solteiro,PR,Sim,3.000 – 4.000,Queda de cabelo,1 ano,Médio,Sim,Protetor solar,Dieta,SIM,R$301 – R$500,Direito,Sim,Sim
54,Ensino Superior completo,Casado,GO,Sim,5.000 – 7.000,Manchas,3 meses,Alto,Sim,Hidratante,Dieta,SIM,R$201 – R$300,Não,Sim,Não
31,Pós-graduação,Divorciado,MG,Sim,2.000 – 3.000,Oleosidade,1 mês,Alto,Sim,Hidratante,Atividade física,SIM,R$301 – R$500,Direito,Sim,Sim
47,Ensino Superior completo,União Estável,MG,Sim,Acima de 7.000,Acne,3 meses,Médio,Sim,Protetor solar,Dieta,SIM,R$201 – R$300,Não,Sim,Não
52,Ensino Médio completo,União Estável,PR,Não,4.000 – 5.000,Ressecamento; Acne; Queda de cabelo; Manchas; Oleosidade,3 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Não,Não,Não
38,Ensino Médio completo,Casado,PR,Sim,4.000 – 5.000,Acne; Manchas; Oleosidade,1 ano,Médio,Não,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Medicina,Não,Não
54,Ensino Superior completo,Casado,SP,Sim,5.000 – 7.000,Oleosidade,3 meses,Alto,Sim,Protetor solar,Skincare,SIM,R$201 – R$300,Não,Sim,Sim
22,Ensino Médio completo,Solteiro,DF,Sim,2.000 – 3.000,Queda de cabelo; Manchas; Ressecamento; Acne,3 meses,Baixo,Não,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Não,Não,Não
36,Ensino Fundamental completo,Divorciado,MG,Sim,5.000 – 7.000,Queda de cabelo; Acne,6 meses,Baixo,Sim,Sérum; Hidratante,Dieta; Atividade física,NÃO,R$201 – R$300,Direito,Não,Não
31,Ensino Superior completo,Casado,DF,Sim,3.000 – 4.000,Oleosidade; Manchas,6 meses,Médio,Sim,Sérum; Protetor solar,Atividade física; Dieta,SIM,R$201 – R$300,Não,Não,Sim
43,Ensino Superior completo,Solteiro,DF,Sim,Acima de 7.000,Queda de cabelo; Ressecamento,6 meses,Alto,Não,Sérum; Hidratante,Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Não
21,Ensino Fundamental completo,Casado,SP,Sim,2.000 – 3.000,Ressecamento; Oleosidade,6 meses,Baixo,Não,Hidratante; Sérum,Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Sim
42,Ensino Superior completo,União Estável,DF,Sim,4.000 – 5.000,Acne; Ressecamento,6 meses,Baixo,Sim,Hidratante; Sérum,Dieta; Skincare,NÃO,R$101 – R$200,Não,Sim,Sim
42,Ensino Superior completo,Solteiro,BA,Sim,5.000 – 7.000,Acne,1 mês,Baixo,Não,Hidratante,Atividade física,NÃO,Até R$100,Medicina,Sim,Sim
35,Ensino Superior incompleto,Solteiro,SP,Sim,Até 2.000,Ressecamento; Oleosidade; Manchas,1 ano,Alto,Não,Hidratante; Protetor solar; Sérum,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Direito,Não,Sim
25,Ensino Fundamental completo,Casado,DF,Sim,3.000 – 4.000,Ressecamento; Manchas; Queda de cabelo; Oleosidade,2 anos,Baixo,Não,Protetor solar; Hidratante; Sérum,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
31,Ensino Médio completo,Divorciado,DF,Sim,5.000 – 7.000,Manchas; Oleosidade; Ressecamento; Queda de cabelo; Acne,6 meses,Médio,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Sim
49,Ensino Superior completo,União Estável,SC,Não,5.000 – 7.000,Ressecamento; Manchas; Queda de cabelo; Oleosidade,1 ano,Médio,Não,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Direito,Não,Não
50,Ensino Superior completo,Divorciado,DF,Sim,3.000 – 4.000,Manchas; Oleosidade; Ressecamento; Acne; Queda de cabelo,2 anos,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,NÃO,Até R$100,Engenharia,Não,Sim
40,Pós-graduação,Solteiro,GO,Não,5.000 – 7.000,Ressecamento; Manchas; Queda de cabelo; Oleosidade; Acne,3 meses,Médio,Não,Protetor solar; Sérum; Hidratante,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Não
32,Ensino Superior completo,Divorciado,BA,Sim,Acima de 7.000,Acne; Oleosidade; Manchas; Queda de cabelo,3 meses,Baixo,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Engenharia,Não,Não
50,Ensino Fundamental completo,Solteiro,RJ,Não,Acima de 7.000,Oleosidade,1 ano,Médio,Não,Protetor solar,Dieta,SIM,R$301 – R$500,Medicina,Não,Não
42,Ensino Fundamental completo,Divorciado,MG,Sim,2.000 – 3.000,Manchas; Oleosidade,1 mês,Alto,Sim,Hidratante; Protetor solar,Dieta; Atividade física,NÃO,R$301 – R$500,Engenharia,Não,Não
34,Ensino Superior completo,Casado,PR,Sim,5.000 – 7.000,Acne,1 mês,Médio,Sim,Protetor solar,Atividade física,SIM,R$301 – R$500,Medicina,Sim,Sim
50,Ensino Médio completo,Divorciado,DF,Sim,3.000 – 4.000,Manchas; Acne,1 ano,Alto,Sim,Hidratante; Protetor solar,Atividade física; Skincare,SIM,R$301 – R$500,Não,Não,Não
19,Ensino Médio completo,Solteiro,BA,Sim,Acima de 7.000,Ressecamento; Manchas; Acne,1 mês,Alto,Sim,Hidratante; Protetor solar; Sérum,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Medicina,Sim,Sim
31,Ensino Superior incompleto,União Estável,PR,Não,4.000 – 5.000,Ressecamento; Oleosidade; Queda de cabelo; Manchas; Acne,1 mês,Baixo,Sim,Hidratante; Sérum; Protetor solar,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Não
23,Ensino Fundamental incompleto,União Estável,RJ,Sim,2.000 – 3.000,Acne; Ressecamento; Queda de cabelo; Manchas,3 meses,Médio,Sim,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,NÃO,R$101 – R$200,Medicina,Não,Sim
23,Ensino Médio completo,União Estável,BA,Não,5.000 – 7.000,Queda de cabelo; Manchas; Oleosidade,1 mês,Baixo,Não,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Direito,Não,Sim
20,Ensino Superior incompleto,Solteiro,MG,Sim,3.000 – 4.000,Ressecamento; Queda de cabelo,1 mês,Médio,Não,Hidratante; Protetor solar,Atividade física; Dieta,NÃO,R$201 – R$300,Direito,Sim,Não
24,Ensino Médio completo,Divorciado,BA,Sim,Acima de 7.000,Oleosidade,1 ano,Baixo,Sim,Sérum,Dieta,SIM,R$201 – R$300,Medicina,Não,Sim
25,Ensino Fundamental completo,União Estável,PR,Sim,Acima de 7.000,Acne; Manchas; Queda de cabelo; Oleosidade,1 mês,Médio,Não,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Não,Sim
32,Ensino Superior completo,União Estável,PR,Sim,5.000 – 7.000,Ressecamento; Manchas; Oleosidade; Acne; Queda de cabelo,6 meses,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Medicina,Não,Sim
46,Ensino Superior completo,União Estável,SC,Não,2.000 – 3.000,Queda de cabelo; Acne; Oleosidade,6 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Não,Sim
50,Ensino Médio completo,Casado,DF,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Manchas; Ressecamento; Acne,1 ano,Alto,Não,Hidratante; Protetor solar; Sérum,Atividade física; Skincare; Dieta,SIM,R$201 – R$300,Direito,Não,Não
47,Ensino Superior completo,Solteiro,SP,Sim,2.000 – 3.000,Manchas; Acne,6 meses,Baixo,Não,Sérum; Protetor solar,Dieta; Skincare,NÃO,R$301 – R$500,Engenharia,Não,Não
44,Ensino Médio completo,Solteiro,BA,Não,Até 2.000,Queda de cabelo; Manchas; Oleosidade; Ressecamento; Acne,3 meses,Baixo,Sim,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,NÃO,R$201 – R$300,Não,Sim,Não
53,Ensino Superior completo,Solteiro,PR,Sim,5.000 – 7.000,Ressecamento,1 ano,Alto,Sim,Hidratante,Dieta,SIM,R$301 – R$500,Medicina,Não,Não
46,Pós-graduação,Solteiro,GO,Sim,2.000 – 3.000,Oleosidade; Acne; Ressecamento,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,NÃO,R$201 – R$300,Engenharia,Sim,Sim
50,Ensino Superior completo,Solteiro,MG,Sim,3.000 – 4.000,Oleosidade; Manchas; Acne,6 meses,Alto,Sim,Protetor solar; Sérum; Hidratante,Dieta; Skincare; Atividade física,SIM,R$301 – R$500,Engenharia,Não,Não
54,Ensino Superior completo,Casado,GO,Sim,Acima de 7.000,Manchas,3 meses,Baixo,Sim,Sérum,Dieta,SIM,R$301 – R$500,Medicina,Sim,Não
44,Ensino Fundamental completo,Divorciado,RJ,Sim,3.000 – 4.000,Manchas; Ressecamento; Queda de cabelo; Acne; Oleosidade,1 ano,Médio,Não,Sérum; Hidratante; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Não,Não,Sim
50,Ensino Fundamental completo,Casado,BA,Sim,3.000 – 4.000,Oleosidade,1 ano,Alto,Não,Sérum,Dieta,NÃO,R$101 – R$200,Não,Sim,Sim
21,Pós-graduação,União Estável,SC,Sim,Acima de 7.000,Oleosidade; Ressecamento; Queda de cabelo; Manchas,1 mês,Médio,Não,Sérum; Hidratante; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$101 – R$200,Não,Não,Não
39,Ensino Médio completo,Casado,MG,Sim,2.000 – 3.000,Acne,2 anos,Médio,Sim,Hidratante,Skincare,NÃO,R$301 – R$500,Medicina,Sim,Não
19,Ensino Médio completo,Solteiro,SC,Sim,5.000 – 7.000,Ressecamento; Acne; Manchas; Queda de cabelo; Oleosidade,6 meses,Alto,Não,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$101 – R$200,Não,Não,Não
27,Ensino Superior completo,Casado,SP,Não,Acima de 7.000,Acne,3 meses,Médio,Sim,Sérum,Dieta,SIM,R$301 – R$500,Direito,Sim,Sim
22,Ensino Superior completo,Solteiro,PR,Sim,Acima de 7.000,Queda de cabelo; Manchas,1 ano,Alto,Sim,Sérum; Protetor solar,Atividade física; Skincare,SIM,R$201 – R$300,Não,Não,Não
27,Pós-graduação,Casado,DF,Sim,5.000 – 7.000,Manchas,6 meses,Alto,Sim,Protetor solar,Skincare,SIM,R$201 – R$300,Direito,Não,Sim
50,Ensino Médio completo,Solteiro,MG,Sim,3.000 – 4.000,Manchas,3 meses,Alto,Não,Protetor solar,Dieta,SIM,R$301 – R$500,Não,Não,Sim
30,Pós-graduação,União Estável,RJ,Sim,3.000 – 4.000,Oleosidade; Manchas; Ressecamento; Acne; Queda de cabelo,3 meses,Baixo,Não,Protetor solar; Sérum; Hidratante,Atividade física; Skincare; Dieta,SIM,R$301 – R$500,Não,Sim,Não
48,Ensino Fundamental incompleto,Solteiro,DF,Sim,5.000 – 7.000,Queda de cabelo; Ressecamento; Acne; Manchas,1 ano,Médio,Sim,Sérum; Hidratante; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
53,Ensino Fundamental incompleto,Casado,BA,Não,Acima de 7.000,Acne; Queda de cabelo; Manchas; Oleosidade,6 meses,Alto,Sim,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Não,Sim,Sim
41,Ensino Superior completo,União Estável,SP,Não,4.000 – 5.000,Acne; Manchas; Ressecamento; Queda de cabelo; Oleosidade,3 meses,Baixo,Sim,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Direito,Não,Não
32,Ensino Fundamental completo,Casado,SP,Sim,3.000 – 4.000,Queda de cabelo; Acne; Ressecamento; Manchas; Oleosidade,1 ano,Baixo,Não,Protetor solar; Sérum; Hidratante,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Sim,Sim
46,Ensino Médio completo,União Estável,SC,Sim,2.000 – 3.000,Manchas; Queda de cabelo; Oleosidade; Acne; Ressecamento,6 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Dieta; Atividade física; Skincare,NÃO,R$101 – R$200,Medicina,Não,Sim
25,Ensino Superior completo,Divorciado,SP,Sim,2.000 – 3.000,Oleosidade; Manchas,6 meses,Baixo,Sim,Protetor solar; Sérum,Skincare; Dieta,NÃO,R$301 – R$500,Direito,Não,Sim
22,Ensino Médio completo,Divorciado,MG,Sim,5.000 – 7.000,Manchas; Ressecamento; Queda de cabelo,1 ano,Alto,Não,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
46,Ensino Médio completo,Divorciado,SC,Sim,4.000 – 5.000,Oleosidade,6 meses,Alto,Sim,Protetor solar,Skincare,SIM,R$201 – R$300,Não,Não,Sim
21,Ensino Médio completo,Casado,DF,Não,Acima de 7.000,Manchas; Oleosidade; Ressecamento; Acne; Queda de cabelo,2 anos,Médio,Sim,Hidratante; Sérum; Protetor solar,Atividade física; Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Sim
29,Ensino Superior incompleto,Casado,SP,Sim,5.000 – 7.000,Queda de cabelo; Oleosidade; Ressecamento; Manchas; Acne,3 meses,Baixo,Sim,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,SIM,R$301 – R$500,Medicina,Não,Sim
19,Ensino Superior incompleto,União Estável,BA,Não,2.000 – 3.000,Oleosidade; Queda de cabelo; Manchas; Acne; Ressecamento,3 meses,Alto,Não,Sérum; Hidratante; Protetor solar,Skincare; Atividade física; Dieta,SIM,R$201 – R$300,Não,Não,Não
44,Ensino Superior completo,União Estável,DF,Sim,5.000 – 7.000,Manchas; Queda de cabelo; Acne; Oleosidade,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Dieta; Atividade física; Skincare,SIM,R$301 – R$500,Medicina,Sim,Não
48,Ensino Superior completo,União Estável,RJ,Sim,4.000 – 5.000,Acne; Ressecamento; Manchas; Oleosidade; Queda de cabelo,1 ano,Alto,Não,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,NÃO,Até R$100,Direito,Sim,Não
53,Ensino Superior incompleto,União Estável,BA,Sim,5.000 – 7.000,Oleosidade,1 mês,Médio,Não,Sérum,Skincare,NÃO,R$101 – R$200,Direito,Não,Não
53,Ensino Superior completo,Solteiro,GO,Sim,5.000 – 7.000,Oleosidade; Manchas; Ressecamento; Acne; Queda de cabelo,6 meses,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$201 – R$300,Não,Não,Não
43,Ensino Fundamental completo,Divorciado,MG,Sim,5.000 – 7.000,Queda de cabelo,1 mês,Médio,Sim,Sérum,Dieta,NÃO,R$201 – R$300,Não,Sim,Não
44,Ensino Médio completo,Solteiro,RJ,Sim,5.000 – 7.000,Acne; Queda de cabelo,6 meses,Alto,Sim,Protetor solar; Hidratante,Dieta; Skincare,SIM,R$301 – R$500,Não,Não,Não
22,Ensino Superior completo,Solteiro,RJ,Sim,3.000 – 4.000,Ressecamento; Oleosidade; Acne,1 mês,Médio,Sim,Hidratante; Sérum; Protetor solar,Skincare; Dieta; Atividade física,SIM,R$301 – R$500,Medicina,Sim,Sim
37,Ensino Médio completo,Solteiro,SC,Sim,Até 2.000,Acne; Ressecamento; Queda de cabelo; Oleosidade,6 meses,Médio,Não,Protetor solar; Hidratante; Sérum,Skincare; Atividade física; Dieta,NÃO,R$301 – R$500,Não,Não,Sim
28,Mestrado,Solteiro,PR,Sim,5.000 – 7.000,Oleosidade,1 ano,Baixo,Não,Protetor solar,Dieta,SIM,R$301 – R$500,Direito,Não,Não
27,Ensino Superior incompleto,Divorciado,SC,Não,2.000 – 3.000,Ressecamento; Queda de cabelo,1 mês,Alto,Sim,Sérum; Protetor solar,Atividade física; Skincare,NÃO,Até R$100,Engenharia,Sim,Não
23,Ensino Superior completo,Solteiro,MG,Sim,3.000 – 4.000,Manchas; Oleosidade; Acne,2 anos,Alto,Sim,Hidratante; Protetor solar; Sérum,Dieta; Atividade física; Skincare,SIM,R$201 – R$300,Não,Sim,Não
25,Ensino Superior incompleto,União Estável,MG,Sim,Até 2.000,Ressecamento; Manchas; Oleosidade,1 ano,Médio,Sim,Protetor solar; Hidratante; Sérum,Dieta; Skincare; Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Sim
40,Ensino Superior incompleto,Casado,SC,Sim,5.000 – 7.000,Ressecamento; Queda de cabelo; Manchas,6 meses,Médio,Sim,Sérum; Protetor solar; Hidratante,Atividade física; Skincare; Dieta,SIM,R$101 – R$200,Não,Não,Sim
43,Ensino Médio completo,União Estável,PR,Sim,2.000 – 3.000,Oleosidade,1 mês,Baixo,Sim,Sérum,Atividade física,NÃO,R$201 – R$300,Não,Sim,Sim
29,Ensino Superior completo,Casado,BA,Sim,5.000 – 7.000,Queda de cabelo; Acne,3 meses,Baixo,Sim,Hidratante; Sérum,Skincare; Atividade física,NÃO,R$101 – R$200,Não,Sim,Sim
43,Ensino Superior completo,União Estável,SC,Sim,Acima de 7.000,Oleosidade; Manchas; Ressecamento; Queda de cabelo; Acne,1 ano,Baixo,Não,Sérum; Protetor solar; Hidratante,Skincare; Atividade física; Dieta,SIM,R$101 – R$200,Não,Sim,Não
30,Pós-graduação,União Estável,MG,Sim,Até 2.000,Queda de cabelo; Manchas,1 mês,Baixo,Sim,Sérum; Protetor solar,Dieta; Atividade física,NÃO,R$101 – R$200,Engenharia,Não,Sim
35,Ensino Médio completo,Casado,PR,Sim,2.000 – 3.000,Manchas; Queda de cabelo,1 ano,Médio,Sim,Protetor solar; Hidratante,Dieta; Skincare,SIM,R$301 – R$500,Medicina,Sim,Sim
42,Ensino Fundamental completo,Divorciado,MG,Sim,3.000 – 4.000,Ressecamento; Manchas,1 mês,Baixo,Não,Hidratante; Protetor solar,Dieta; Skincare,NÃO,R$301 – R$500,Não,Não,Sim
